,起飞机场坐标,降落机场坐标,飞行路径
2841,"(123.48, 41.53)","(120.85, 27.91)","[[(123.48, 41.53), (124.19, 41.05), (124.28, 40.26), (123.33, 37.57), (123.48, 34.09), (121.65, 33.72), (122.78, 31.36), (122.42, 31.0), (121.83, 28.0), (120.63, 27.75), (120.85, 27.91)], [(123.48, 41.53), (124.19, 41.05), (121.65, 33.72), (122.42, 31.0), (121.83, 28.0), (120.63, 27.75), (120.85, 27.91)], [(123.48, 41.53), (124.19, 41.05), (124.28, 40.26), (121.65, 33.72), (122.42, 31.0), (121.83, 28.0), (120.63, 27.75), (120.85, 27.91)]]"
2842,"(110.46, 19.92)","(112.58, 33.01)","[[(110.46, 19.92), (110.29, 20.5), (110.33, 21.13), (109.43, 21.58), (111.59, 27.17), (115.81, 40.01), (112.14, 31.4), (112.55, 32.92), (112.58, 33.01)]]"
2843,"(119.14, 33.79)","(113.8, 22.64)","[[(119.14, 33.79), (119.11, 33.77), (118.71, 33.47), (118.58, 32.67), (118.81, 31.99), (118.1, 31.72), (117.58, 31.61), (117.29, 31.56), (117.21, 29.99), (115.83, 29.1), (115.91, 28.89), (115.65, 27.76), (114.51, 24.31), (113.95, 24.11), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)]]"
2844,"(114.2, 30.81)","(108.6, 34.43)","[[(114.2, 30.81), (114.5, 31.7), (112.55, 32.92), (109.93, 33.88), (108.6, 34.43)]]"
2845,"(111.3, 30.71)","(119.78, 31.95)","[[(111.3, 30.71), (111.48, 30.56), (114.2, 30.78), (119.04, 31.65), (119.71, 31.94), (119.78, 31.95)]]"
2846,"(100.96, 21.95)","(110.05, 25.2)","[[(100.96, 21.95), (100.97, 22.72), (102.52, 25.08), (103.61, 25.53), (106.79, 26.52), (109.61, 25.77), (110.06, 25.41), (110.05, 25.2)]]"
2847,"(106.6, 29.73)","(123.51, 43.87)","[[(106.6, 29.73), (107.05, 30.45), (111.03, 34.43), (112.5, 37.56), (116.85, 39.8), (116.75, 40.33), (122.2, 43.56), (125.85, 43.77), (123.51, 43.87)], [(106.6, 29.73), (107.05, 30.45), (111.03, 34.43), (112.5, 37.56), (122.2, 43.56), (125.85, 43.77), (123.51, 43.87)], [(106.6, 29.73), (107.05, 30.45), (112.5, 37.56), (122.2, 43.56), (125.85, 43.77), (123.51, 43.87)], [(106.6, 29.73), (107.05, 30.45), (111.03, 34.43), (122.2, 43.56), (125.85, 43.77), (123.51, 43.87)]]"
2848,"(113.01, 36.02)","(102.74, 24.96)","[[(113.01, 36.02), (113.12, 36.24), (112.58, 35.2), (109.93, 33.88), (109.58, 33.76), (108.31, 33.32), (106.85, 30.2), (104.28, 26.86), (103.65, 26.18), (102.74, 24.96)]]"
2849,"(117.32, 31.75)","(102.05, 36.53)","[[(117.32, 31.75), (116.18, 32.57), (114.65, 33.66), (108.85, 34.22), (108.71, 34.76), (107.69, 35.51), (107.6, 35.8), (104.11, 36.53), (103.28, 36.94), (102.91, 36.82), (102.05, 36.53)]]"
2850,"(120.94, 32.08)","(108.6, 34.43)","[[(120.94, 32.08), (120.98, 32.1), (120.73, 32.17), (120.28, 32.2), (119.04, 31.65), (117.3, 31.78), (114.65, 33.66), (109.93, 33.88), (108.6, 34.43)]]"
2851,"(104.59, 28.82)","(118.83, 31.77)","[[(104.59, 28.82), (105.42, 28.17), (106.03, 27.04), (114.2, 30.78), (117.3, 31.78), (117.58, 31.61), (118.18, 31.67), (118.83, 31.77)]]"
2852,"(120.43, 30.2)","(113.55, 22.14)","[[(120.43, 30.2), (120.2, 30.12), (119.66, 29.76), (113.55, 22.14)], [(120.43, 30.2), (119.66, 29.76), (113.55, 22.14)]]"
2853,"(112.58, 33.01)","(110.05, 25.2)","[[(112.58, 33.01), (112.55, 32.92), (113.64, 32.35), (114.43, 31.32), (113.69, 29.91), (110.48, 25.56), (110.05, 25.2)]]"
2854,"(106.6, 29.73)","(104.98, 26.61)","[[(106.6, 29.73), (106.92, 28.77), (106.03, 27.04), (105.03, 26.64), (104.98, 26.61)]]"
2855,"(115.76, 23.42)","(123.48, 41.53)","[[(115.76, 23.42), (116.44, 24.16), (117.5, 24.14), (119.55, 26.22), (120.63, 27.75), (121.83, 28.0), (122.45, 31.45), (120.29, 35.98), (120.63, 36.93), (120.8, 38.01), (120.99, 38.25), (121.46, 38.41), (122.16, 38.69), (123.57, 40.58), (123.48, 41.53)]]"
2856,"(123.48, 41.53)","(120.2, 33.41)","[[(123.48, 41.53), (124.19, 41.05), (124.28, 40.26), (120.2, 33.42), (120.2, 33.41)]]"
2857,"(112.41, 34.61)","(113.29, 23.4)","[[(112.41, 34.61), (112.4, 34.74), (112.55, 32.92), (113.64, 32.35), (113.52, 27.65), (114.0, 26.02), (113.68, 24.16), (113.29, 23.4)]]"
2858,"(110.46, 19.92)","(113.35, 22.01)","[[(110.46, 19.92), (110.5, 20.5), (110.57, 21.2), (111.83, 21.57), (113.29, 21.92), (113.35, 22.01)], [(110.46, 19.92), (110.5, 20.5), (111.83, 21.57), (113.29, 21.92), (113.35, 22.01)]]"
2859,"(106.6, 29.73)","(110.37, 21.22)","[[(106.6, 29.73), (106.92, 28.77), (107.05, 26.29), (109.43, 21.58), (110.33, 21.13), (110.37, 21.22)]]"
2860,"(109.4, 24.22)","(105.49, 27.27)","[[(109.4, 24.22), (109.39, 24.2), (110.02, 25.01), (109.61, 25.77), (108.4, 26.1), (106.06, 27.51), (105.46, 27.26), (105.49, 27.27)]]"
2861,"(121.53, 38.96)","(122.88, 44.68)","[[(121.53, 38.96), (122.33, 38.9), (125.85, 43.77), (127.28, 43.62), (128.55, 44.13), (129.56, 44.51), (122.88, 44.68)], [(121.53, 38.96), (122.33, 38.9), (127.28, 43.62), (128.55, 44.13), (129.56, 44.51), (122.88, 44.68)]]"
2862,"(110.05, 25.2)","(120.35, 36.26)","[[(110.05, 25.2), (110.32, 25.17), (110.48, 25.56), (113.69, 29.91), (114.43, 31.32), (114.74, 36.28), (116.0, 36.79), (119.12, 36.65), (120.38, 36.53), (120.35, 36.26)], [(110.05, 25.2), (110.32, 25.17), (120.35, 36.26)], [(110.05, 25.2), (110.32, 25.17), (110.48, 25.56), (113.69, 29.91), (114.43, 31.32), (114.74, 36.28), (116.0, 36.79), (119.12, 36.65), (120.01, 37.13), (120.38, 36.53), (120.35, 36.26)], [(110.05, 25.2), (110.32, 25.17), (110.48, 25.56), (114.43, 31.32), (116.0, 36.79), (119.12, 36.65), (120.01, 37.13), (120.45, 36.98), (120.38, 36.53), (120.35, 36.26)]]"
2863,"(108.17, 22.61)","(118.56, 24.81)","[[(108.17, 22.61), (108.15, 22.59), (112.48, 23.07), (113.19, 23.02), (114.85, 24.28), (116.44, 24.16), (117.5, 24.14), (118.02, 24.57), (118.56, 24.81)]]"
2864,"(104.9, 24.64)","(102.74, 24.96)","[[(104.9, 24.64), (104.97, 25.06), (104.77, 24.32), (103.74, 24.54), (102.74, 24.96)], [(104.9, 24.64), (104.77, 24.32), (103.74, 24.54), (102.74, 24.96)]]"
2865,"(117.08, 30.95)","(121.32, 31.2)","[[(117.08, 30.95), (110.06, 25.41), (120.32, 31.59), (121.32, 31.2)]]"
2866,"(113.29, 23.4)","(112.58, 33.01)","[[(113.29, 23.4), (113.42, 24.19), (113.64, 32.35), (112.55, 32.92), (112.58, 33.01)], [(113.29, 23.4), (113.42, 24.19), (113.64, 32.35), (112.55, 32.92), (112.4, 34.74), (112.58, 33.01)]]"
2867,"(119.73, 32.57)","(123.82, 45.56)","[[(119.73, 32.57), (119.16, 32.94), (120.29, 35.98), (120.63, 36.93), (120.8, 38.01), (120.99, 38.25), (121.46, 38.41), (122.16, 38.69), (125.89, 43.95), (126.15, 44.61), (123.82, 45.56)], [(119.73, 32.57), (119.16, 32.94), (118.71, 33.47), (120.29, 35.98), (120.63, 36.93), (120.8, 38.01), (120.99, 38.25), (121.46, 38.41), (122.16, 38.69), (125.89, 43.95), (126.15, 44.61), (123.82, 45.56)]]"
2868,"(111.74, 29.02)","(108.6, 34.43)","[[(111.74, 29.02), (115.81, 40.01), (110.41, 29.09), (109.93, 33.88), (108.6, 34.43)]]"
2869,"(113.35, 22.01)","(120.2, 33.41)","[[(113.35, 22.01), (113.61, 22.25), (114.03, 22.71), (113.85, 23.09), (114.88, 25.81), (115.65, 27.76), (118.1, 31.72), (118.58, 32.67), (120.2, 33.42), (120.2, 33.41)], [(113.35, 22.01), (113.61, 22.25), (114.03, 22.71), (113.85, 23.09), (115.65, 27.76), (118.1, 31.72), (118.58, 32.67), (120.2, 33.42), (120.2, 33.41)], [(113.35, 22.01), (113.61, 22.25), (114.03, 22.71), (113.85, 23.09), (114.88, 25.81), (115.65, 27.76), (118.1, 31.72), (118.81, 31.99), (118.58, 32.67), (120.2, 33.42), (120.2, 33.41)]]"
2870,"(112.58, 33.01)","(102.05, 36.53)","[[(112.58, 33.01), (112.55, 32.92), (109.93, 33.88), (108.85, 34.22), (108.71, 34.76), (107.69, 35.51), (107.6, 35.8), (104.11, 36.53), (103.28, 36.94), (102.91, 36.82), (102.05, 36.53)]]"
2871,"(121.42, 28.57)","(114.2, 30.81)","[[(121.42, 28.57), (121.46, 28.62), (119.56, 28.1), (115.27, 30.44), (114.2, 30.81)]]"
2872,"(113.35, 22.01)","(112.66, 37.77)","[[(113.35, 22.01), (113.61, 22.25), (113.42, 24.19), (114.43, 31.32), (112.85, 37.05), (112.66, 37.77)], [(113.35, 22.01), (113.61, 22.25), (112.66, 37.77)]]"
2873,"(103.94, 30.58)","(113.55, 22.14)","[[(103.94, 30.58), (104.68, 30.12), (106.79, 26.52), (108.16, 23.82), (113.19, 23.02), (113.48, 22.88), (113.64, 22.28), (113.55, 22.14)]]"
2874,"(106.81, 26.55)","(104.59, 28.82)","[[(106.81, 26.55), (106.78, 26.79), (105.42, 28.17), (104.59, 28.82)]]"
2875,"(102.19, 27.95)","(113.8, 22.64)","[[(102.19, 27.95), (102.17, 27.74), (105.42, 28.17), (106.79, 26.52), (108.16, 23.82), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)]]"
2876,"(116.77, 25.76)","(110.05, 25.2)","[[(116.77, 25.76), (116.7, 25.57), (114.85, 24.28), (113.42, 24.19), (110.78, 24.67), (110.32, 25.17), (110.05, 25.2)]]"
2877,"(120.35, 36.26)","(110.05, 25.2)","[[(120.35, 36.26), (120.02, 36.32), (116.0, 36.79), (112.58, 35.2), (111.59, 27.17), (110.48, 25.56), (110.32, 25.17), (110.05, 25.2)], [(120.35, 36.26), (120.02, 36.32), (116.0, 36.79), (112.58, 35.2), (111.59, 27.17), (110.48, 25.56), (110.05, 25.2)], [(120.35, 36.26), (120.02, 36.32), (116.0, 36.79), (111.59, 27.17), (110.48, 25.56), (110.32, 25.17), (110.05, 25.2)]]"
2878,"(105.77, 32.4)","(108.17, 22.61)","[[(105.77, 32.4), (105.69, 32.39), (107.05, 26.29), (108.15, 22.59), (108.17, 22.61)]]"
2879,"(109.87, 39.51)","(120.35, 36.26)","[[(109.87, 39.51), (110.41, 38.95), (111.5, 37.86), (112.35, 37.77), (112.62, 37.75), (113.4, 35.61), (116.0, 36.79), (119.12, 36.65), (120.01, 37.13), (120.45, 36.98), (120.38, 36.53), (120.35, 36.26)]]"
2880,"(118.12, 24.52)","(105.41, 28.87)","[[(118.12, 24.52), (117.63, 24.05), (116.86, 24.14), (116.44, 24.16), (113.42, 24.19), (110.78, 24.67), (108.4, 26.1), (105.42, 28.17), (105.51, 29.04), (105.41, 28.87)]]"
2881,"(120.41, 31.51)","(121.36, 37.4)","[[(120.41, 31.51), (120.32, 31.59), (120.19, 31.74), (120.29, 35.98), (120.63, 36.93), (120.92, 37.21), (121.36, 37.4)]]"
2882,"(114.32, 27.8)","(113.8, 22.64)","[[(114.32, 27.8), (114.33, 27.82), (114.71, 26.85), (114.51, 24.31), (113.95, 24.11), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)]]"
2883,"(113.8, 22.64)","(117.17, 34.26)","[[(113.8, 22.64), (113.81, 22.62), (113.95, 22.9), (113.85, 23.09), (114.88, 25.81), (115.65, 27.76), (117.3, 31.78), (117.2, 33.95), (117.17, 34.26)], [(113.8, 22.64), (113.81, 22.62), (113.95, 22.9), (113.85, 23.09), (114.88, 25.81), (115.65, 27.76), (117.2, 29.76), (117.3, 31.78), (117.2, 33.95), (117.17, 34.26)]]"
2884,"(121.42, 28.57)","(106.81, 26.55)","[[(121.42, 28.57), (121.46, 28.62), (119.56, 28.1), (117.48, 28.99), (109.34, 27.33), (107.99, 26.97), (106.81, 26.55)]]"
2885,"(81.71, 43.67)","(86.69, 41.54)","[[(81.71, 43.67), (81.33, 43.96), (86.14, 41.61), (86.69, 41.54)]]"
2886,"(106.6, 29.73)","(104.34, 23.56)","[[(106.6, 29.73), (106.92, 28.77), (107.05, 26.29), (105.7, 24.1), (104.32, 23.55), (104.34, 23.56)]]"
2887,"(106.15, 30.79)","(117.39, 39.18)","[[(106.15, 30.79), (106.19, 30.81), (106.06, 31.36), (108.31, 33.32), (115.22, 38.61), (116.09, 38.66), (117.39, 39.18)]]"
2888,"(113.8, 22.64)","(114.94, 40.75)","[[(113.8, 22.64), (113.74, 22.92), (113.52, 23.41), (113.42, 24.19), (114.43, 31.32), (114.5, 33.82), (111.98, 40.4), (113.08, 40.35), (114.96, 40.73), (114.94, 40.75)]]"
2889,"(109.98, 40.55)","(121.81, 31.15)","[[(109.98, 40.55), (109.97, 40.2), (109.86, 39.49), (111.5, 37.86), (112.35, 37.77), (112.62, 37.75), (113.84, 34.52), (114.2, 33.37), (115.73, 32.88), (117.3, 31.78), (120.32, 31.59), (121.81, 31.15)]]"
2890,"(105.77, 32.4)","(102.74, 24.96)","[[(105.77, 32.4), (105.69, 32.39), (104.28, 26.86), (103.65, 26.18), (102.74, 24.96)]]"
2891,"(106.54, 38.34)","(119.66, 25.92)","[[(106.54, 38.34), (106.41, 38.35), (107.52, 35.25), (107.77, 35.21), (108.53, 34.6), (111.48, 30.56), (113.14, 30.64), (115.27, 30.44), (115.75, 29.33), (117.98, 26.54), (119.39, 25.74), (119.66, 25.92)]]"
2892,"(116.7, 40.15)","(122.53, 43.58)","[[(116.7, 40.15), (116.8, 40.76), (122.2, 43.56), (122.53, 43.58)]]"
2893,"(112.41, 34.61)","(106.81, 26.55)","[[(112.41, 34.61), (112.4, 34.74), (109.93, 33.88), (109.58, 33.76), (108.31, 33.32), (106.85, 30.2), (106.99, 27.47), (106.81, 26.55)], [(112.41, 34.61), (112.4, 34.74), (109.93, 33.88), (109.58, 33.76), (108.31, 33.32), (106.99, 27.47), (106.81, 26.55)]]"
2894,"(111.87, 40.82)","(113.8, 22.64)","[[(111.87, 40.82), (112.2, 39.49), (112.55, 32.92), (114.39, 31.78), (113.52, 27.65), (113.95, 24.11), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)]]"
2895,"(102.74, 24.96)","(118.88, 34.54)","[[(102.74, 24.96), (104.01, 25.85), (105.03, 26.64), (114.2, 30.78), (118.1, 31.72), (118.81, 31.99), (118.58, 32.67), (118.71, 33.47), (118.89, 34.59), (118.88, 34.54)]]"
2896,"(113.75, 34.56)","(109.75, 38.36)","[[(113.75, 34.56), (113.47, 35.45), (112.62, 37.75), (112.35, 37.77), (110.66, 37.93), (109.75, 38.36)], [(113.75, 34.56), (113.47, 35.45), (112.35, 37.77), (110.66, 37.93), (109.75, 38.36)]]"
2897,"(108.6, 34.43)","(104.59, 28.82)","[[(108.6, 34.43), (108.31, 33.32), (107.93, 33.26), (107.5, 32.81), (104.75, 31.1), (104.68, 30.12), (104.59, 28.82)]]"
2898,"(106.6, 29.73)","(114.44, 36.58)","[[(106.6, 29.73), (107.05, 30.45), (114.74, 36.28), (114.44, 36.58)]]"
2899,"(118.83, 31.77)","(107.26, 27.81)","[[(118.83, 31.77), (118.09, 31.79), (117.3, 31.78), (115.27, 30.44), (114.03, 30.69), (107.77, 27.83), (107.24, 27.78), (107.26, 27.81)]]"
2900,"(109.4, 18.3)","(114.2, 30.81)","[[(109.4, 18.3), (109.4, 18.49), (110.14, 20.01), (110.23, 20.3), (109.43, 21.58), (113.69, 29.91), (114.2, 30.81)]]"
2901,"(121.53, 38.96)","(116.36, 35.3)","[[(121.53, 38.96), (120.72, 38.25), (120.54, 37.65), (117.07, 35.29), (116.35, 35.29), (116.36, 35.3)]]"
2902,"(114.44, 36.58)","(106.6, 29.73)","[[(114.44, 36.58), (114.74, 36.28), (109.93, 33.88), (109.58, 33.76), (108.31, 33.32), (107.39, 31.37), (106.76, 30.29), (106.6, 29.73)]]"
2903,"(79.86, 39.13)","(76.06, 39.54)","[[(79.86, 39.13), (79.87, 37.03), (76.02, 39.54), (76.06, 39.54)]]"
2904,"(111.3, 30.71)","(109.4, 18.3)","[[(111.3, 30.71), (111.48, 30.56), (115.81, 40.01), (109.43, 21.58), (109.4, 18.49), (109.4, 18.3)]]"
2905,"(109.87, 39.51)","(114.7, 38.27)","[[(109.87, 39.51), (110.41, 38.95), (111.5, 37.86), (112.35, 37.77), (112.9, 37.72), (114.11, 38.19), (114.7, 38.27)]]"
2906,"(114.94, 40.75)","(113.8, 22.64)","[[(114.94, 40.75), (114.96, 40.73), (114.29, 40.49), (111.93, 40.62), (113.12, 36.24), (112.55, 32.92), (113.64, 32.35), (114.43, 31.32), (113.52, 27.65), (113.95, 24.11), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)]]"
2907,"(105.41, 28.87)","(108.6, 34.43)","[[(105.41, 28.87), (105.51, 29.04), (104.49, 30.61), (106.06, 31.36), (108.31, 33.32), (108.6, 34.43)]]"
2908,"(121.81, 31.15)","(114.94, 40.75)","[[(121.81, 31.15), (120.73, 32.17), (119.76, 32.25), (117.21, 36.42), (116.57, 39.19), (114.52, 38.59), (114.05, 40.41), (114.96, 40.73), (114.94, 40.75)]]"
2909,"(118.4, 35.07)","(110.05, 25.2)","[[(118.4, 35.07), (117.8, 34.84), (118.0, 34.28), (117.98, 26.54), (117.55, 34.06), (115.27, 30.44), (114.13, 30.66), (110.48, 25.56), (110.05, 25.2)]]"
2910,"(117.32, 31.75)","(121.53, 38.96)","[[(117.32, 31.75), (118.1, 31.72), (118.81, 31.99), (118.58, 32.67), (118.71, 33.47), (120.29, 35.98), (120.63, 36.93), (120.8, 38.01), (120.99, 38.25), (121.53, 38.96)]]"
2911,"(102.74, 24.96)","(110.47, 29.1)","[[(102.74, 24.96), (104.01, 25.85), (105.03, 26.64), (109.45, 28.58), (110.41, 29.09), (110.47, 29.1)]]"
2912,"(120.94, 32.08)","(110.05, 25.2)","[[(120.94, 32.08), (120.98, 32.1), (120.73, 32.17), (120.28, 32.2), (119.04, 31.65), (118.1, 31.72), (117.58, 31.61), (116.84, 31.48), (115.27, 30.44), (114.13, 30.66), (110.48, 25.56), (110.05, 25.2)]]"
2913,"(105.64, 38.83)","(108.6, 34.43)","[[(105.64, 38.83), (105.57, 38.76), (105.97, 38.48), (106.41, 38.35), (107.52, 35.25), (107.77, 35.21), (108.6, 34.43)]]"
2914,"(121.53, 38.96)","(111.87, 40.82)","[[(121.53, 38.96), (120.21, 38.71), (119.98, 38.43), (117.37, 39.08), (116.57, 39.19), (112.59, 37.87), (112.2, 39.49), (111.87, 40.82)]]"
2915,"(114.7, 38.27)","(120.2, 33.41)","[[(114.7, 38.27), (115.43, 38.12), (116.69, 38.11), (117.22, 36.83), (117.21, 36.42), (118.27, 33.97), (120.2, 33.42), (120.2, 33.41)]]"
2916,"(113.55, 22.14)","(113.75, 34.56)","[[(113.55, 22.14), (113.75, 34.56)]]"
2917,"(119.14, 33.79)","(108.6, 34.43)","[[(119.14, 33.79), (119.11, 33.77), (118.27, 33.97), (117.55, 34.06), (117.2, 33.95), (115.73, 32.88), (114.65, 33.66), (109.93, 33.88), (108.6, 34.43)]]"
2918,"(113.29, 23.4)","(105.41, 28.87)","[[(113.29, 23.4), (113.42, 24.19), (110.78, 24.67), (108.4, 26.1), (105.42, 28.17), (105.41, 28.87)]]"
2919,"(112.63, 26.73)","(113.75, 34.56)","[[(112.63, 26.73), (112.6, 26.7), (113.48, 26.51), (114.43, 31.32), (114.45, 33.29), (113.75, 34.56)]]"
2920,"(120.43, 30.2)","(108.84, 29.52)","[[(120.43, 30.2), (120.2, 30.12), (119.66, 29.76), (112.21, 28.07), (110.41, 29.09), (109.4, 29.31), (108.84, 29.52)]]"
2921,"(103.94, 30.58)","(100.96, 21.95)","[[(103.94, 30.58), (104.68, 30.12), (104.28, 26.86), (102.93, 25.4), (100.97, 22.72), (100.96, 21.95)]]"
2922,"(102.74, 24.96)","(123.48, 41.53)","[[(102.74, 24.96), (103.29, 26.5), (104.29, 28.68), (104.3, 29.93), (104.49, 30.61), (106.06, 31.36), (108.31, 33.32), (116.57, 39.19), (118.5, 39.0), (120.43, 41.54), (121.18, 41.58), (123.48, 41.53)]]"
2923,"(121.32, 31.2)","(117.34, 29.3)","[[(121.32, 31.2), (120.43, 30.9), (119.66, 29.76), (117.48, 28.99), (117.18, 29.34), (117.34, 29.3)]]"
2924,"(104.72, 31.41)","(116.7, 40.15)","[[(104.72, 31.41), (104.73, 31.43), (106.06, 31.36), (108.31, 33.32), (109.38, 35.78), (109.97, 40.2), (110.46, 40.64), (115.53, 40.43), (116.7, 40.15)]]"
2925,"(117.08, 30.95)","(110.05, 25.2)","[[(117.08, 30.95), (110.06, 25.41), (117.18, 29.34), (112.21, 28.07), (110.48, 25.56), (110.05, 25.2)]]"
2926,"(109.98, 40.55)","(121.53, 38.96)",[]
2927,"(110.05, 25.2)","(112.41, 34.61)","[[(110.05, 25.2), (110.32, 25.17), (112.41, 34.61)]]"
2928,"(116.13, 24.35)","(113.29, 23.4)","[[(116.13, 24.35), (115.44, 24.23), (114.51, 24.31), (114.06, 23.97), (113.29, 23.4)]]"
2929,"(113.29, 23.4)","(100.96, 21.95)","[[(113.29, 23.4), (113.33, 22.62), (113.47, 22.22), (110.33, 21.13), (106.65, 23.89), (102.52, 25.08), (100.97, 22.72), (100.96, 21.95)]]"
2930,"(106.81, 26.55)","(114.6, 23.06)","[[(106.81, 26.55), (108.37, 26.58), (109.03, 26.43), (109.61, 25.77), (113.19, 23.02), (113.85, 23.09), (114.56, 23.05), (114.6, 23.06)], [(106.81, 26.55), (107.68, 25.72), (108.16, 23.82), (113.19, 23.02), (113.85, 23.09), (114.6, 23.06)]]"
2931,"(110.46, 19.92)","(116.36, 35.3)","[[(110.46, 19.92), (110.29, 20.5), (110.33, 21.13), (109.43, 21.58), (113.69, 29.91), (114.43, 31.32), (114.48, 33.61), (116.35, 35.29), (116.36, 35.3)]]"
2932,"(121.81, 31.15)","(109.98, 40.55)","[[(121.81, 31.15), (120.73, 32.17), (119.76, 32.25), (118.81, 31.99), (118.1, 31.72), (117.3, 31.78), (112.62, 37.75), (112.35, 37.77), (111.5, 37.86), (109.86, 39.49), (109.97, 40.2), (109.98, 40.55)]]"
2933,"(121.32, 31.2)","(106.81, 26.55)","[[(121.32, 31.2), (120.43, 30.9), (119.66, 29.76), (109.34, 27.33), (107.99, 26.97), (106.81, 26.55)]]"
2934,"(120.43, 30.2)","(112.63, 26.73)","[[(120.43, 30.2), (120.2, 30.12), (119.66, 29.76), (113.39, 28.08), (113.52, 27.65), (113.48, 26.51), (112.6, 26.7), (112.63, 26.73)]]"
2935,"(120.41, 31.51)","(113.92, 22.31)","[[(120.41, 31.51), (120.32, 31.59), (119.04, 31.65), (113.92, 22.31)], [(120.41, 31.51), (120.32, 31.59), (113.92, 22.31)]]"
2936,"(120.43, 30.2)","(111.3, 30.71)","[[(120.43, 30.2), (120.2, 30.12), (119.66, 29.76), (117.48, 28.99), (113.14, 30.64), (111.48, 30.56), (111.3, 30.71)]]"
2937,"(109.03, 29.94)","(113.8, 22.64)","[[(109.03, 29.94), (109.6, 30.29), (111.48, 30.56), (115.81, 40.01), (112.21, 28.07), (113.39, 28.08), (113.52, 27.65), (113.95, 24.11), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)]]"
2938,"(113.29, 23.4)","(112.41, 34.61)","[[(113.29, 23.4), (113.42, 24.19), (113.64, 32.35), (112.55, 32.92), (112.4, 34.74), (112.41, 34.61)]]"
2939,"(119.54, 49.35)","(120.35, 36.26)","[[(119.54, 49.35), (119.82, 49.2), (124.16, 41.41), (122.16, 38.69), (121.15, 38.46), (120.38, 36.53), (120.35, 36.26)]]"
2940,"(118.88, 34.54)","(117.17, 34.26)","[[(118.88, 34.54), (118.89, 34.59), (118.0, 34.28), (117.98, 26.54), (117.17, 34.26)]]"
2941,"(115.93, 28.86)","(115.76, 23.42)","[[(115.93, 28.86), (115.91, 28.89), (116.65, 29.39), (117.18, 29.34), (118.02, 24.57), (117.5, 24.14), (116.44, 24.16), (115.76, 23.42)]]"
2942,"(113.35, 22.01)","(121.46, 29.82)","[[(113.35, 22.01), (113.61, 22.25), (121.46, 29.82)], [(113.35, 22.01), (113.61, 22.25), (114.03, 22.71), (113.85, 23.09), (114.85, 24.28), (120.63, 27.75), (120.81, 29.6), (121.33, 29.9), (121.46, 29.82)]]"
2943,"(119.14, 33.79)","(121.32, 31.2)",[]
2944,"(117.21, 36.83)","(110.47, 29.1)","[[(117.21, 36.83), (115.4, 36.56), (115.07, 36.42), (114.43, 31.32), (114.2, 30.78), (111.65, 29.35), (110.41, 29.09), (110.47, 29.1)]]"
2945,"(116.7, 40.15)","(115.86, 43.74)","[[(116.7, 40.15), (116.57, 40.78), (114.86, 43.11), (115.97, 43.91), (115.86, 43.74)]]"
2946,"(118.12, 24.52)","(120.94, 32.08)","[[(118.12, 24.52), (119.39, 25.74), (119.55, 26.22), (120.81, 29.6), (121.34, 31.12), (121.33, 31.28), (120.96, 31.75), (120.98, 32.1), (120.94, 32.08)]]"
2947,"(120.43, 30.2)","(119.14, 33.79)","[[(120.43, 30.2), (120.46, 30.24), (118.96, 31.82), (118.58, 32.67), (118.71, 33.47), (119.11, 33.77), (119.14, 33.79)]]"
2948,"(118.12, 24.52)","(122.21, 37.2)","[[(118.12, 24.52), (119.39, 25.74), (119.55, 26.22), (120.63, 27.75), (121.83, 28.0), (122.45, 31.45), (120.29, 35.98), (120.63, 36.93), (121.18, 37.45), (122.23, 37.18), (122.21, 37.2)], [(118.12, 24.52), (119.39, 25.74), (119.55, 26.22), (120.63, 27.75), (121.83, 28.0), (122.45, 31.45), (120.63, 36.93), (121.18, 37.45), (122.23, 37.18), (122.21, 37.2)], [(118.12, 24.52), (119.39, 25.74), (119.55, 26.22), (120.63, 27.75), (121.83, 28.0), (120.63, 36.93), (121.18, 37.45), (122.23, 37.18), (122.21, 37.2)]]"
2949,"(113.21, 28.2)","(119.78, 31.95)","[[(113.21, 28.2), (113.64, 29.26), (113.69, 29.91), (119.04, 31.65), (119.71, 31.94), (119.78, 31.95)], [(113.21, 28.2), (113.64, 29.26), (119.04, 31.65), (119.71, 31.94), (119.78, 31.95)]]"
2950,"(99.1, 25.08)","(108.6, 34.43)","[[(99.1, 25.08), (99.17, 25.06), (102.52, 25.08), (104.29, 28.68), (104.3, 29.93), (104.49, 30.61), (106.06, 31.36), (108.31, 33.32), (108.6, 34.43)]]"
